region,segment,OrderDate,UnitPrice,orderQuantity,stateOrProvince,year,totalCost,month
South,Rose / Sparkling Wine,21.01.2013,35.99,13.0,South Australia,2013,467.87,1
South,Rose / Sparkling Wine,07.03.2013,43.22,5.0,South Australia,2013,216.1,3
South,Rose / Sparkling Wine,12.10.2011,85.99,12.0,South Australia,2011,1031.88,10
South,Rose / Sparkling Wine,25.09.2011,65.99,69.0,Tasmania,2011,4553.31,9
South,Rose / Sparkling Wine,03.05.2011,29.89,35.0,Tasmania,2011,1046.15,5
South,Rose / Sparkling Wine,12.11.2012,17.98,31.0,Tasmania,2012,557.38,11
South,Rose / Sparkling Wine,27.09.2012,95.99,12.0,Tasmania,2012,1151.88,9
South,Rose / Sparkling Wine,21.11.2011,155.99,65.0,Tasmania,2011,10139.35,11
South,Rose / Sparkling Wine,21.05.2010,12.99,71.0,Tasmania,2010,922.29,5
South,Rose / Sparkling Wine,02.03.2012,19.98,39.0,Tasmania,2012,779.22,3
South,Rose / Sparkling Wine,22.05.2010,256.99,32.0,Tasmania,2010,8223.68,5
South,Rose / Sparkling Wine,05.06.2011,22.98,32.0,Tasmania,2011,735.36,6
South,Rose / Sparkling Wine,07.03.2011,43.22,20.0,Tasmania,2011,864.4,3
South,Rose / Sparkling Wine,19.05.2011,125.99,59.0,Tasmania,2011,7433.41,5
South,Rose / Sparkling Wine,20.10.2012,4.98,12.0,Tasmania,2012,59.76,10
South,Rose / Sparkling Wine,19.03.2013,125.99,11.0,Tasmania,2013,1385.89,3
South,Rose / Sparkling Wine,07.01.2010,6783.02,2.0,Tasmania,2010,13566.04,1
South,Rose / Sparkling Wine,25.05.2011,8.32,12.0,Tasmania,2011,99.84,5
South,Rose / Sparkling Wine,05.01.2011,45.99,4.0,Tasmania,2011,183.96,1
South,Rose / Sparkling Wine,07.05.2010,16.48,7.0,Tasmania,2010,115.36,5
South,Rose / Sparkling Wine,26.05.2011,27.48,3.0,Tasmania,2011,82.44,5
South,Rose / Sparkling Wine,26.12.2011,195.99,3.0,Tasmania,2011,587.97,12
South,Rose / Sparkling Wine,30.01.2013,35.99,1.0,Tasmania,2013,35.99,1
South,Rose / Sparkling Wine,29.11.2010,5.98,26.0,Tasmania,2010,155.48,11
South,Rose / Sparkling Wine,20.05.2012,30.98,2.0,Tasmania,2012,61.96,5
South,Rose / Sparkling Wine,02.01.2011,65.99,6.0,Tasmania,2011,395.94,1
South,Rose / Sparkling Wine,25.06.2011,599.99,17.0,Tasmania,2011,10199.83,6
South,Rose / Sparkling Wine,30.05.2011,20.95,4.0,Tasmania,2011,83.8,5
South,Rose / Sparkling Wine,27.12.2013,115.99,21.0,Tasmania,2013,2435.79,12
South,Rose / Sparkling Wine,12.03.2010,73.98,5.0,Tasmania,2010,369.9,3
South,Rose / Sparkling Wine,12.12.2010,195.99,4.0,Tasmania,2010,783.96,12
South,Rose / Sparkling Wine,22.01.2013,30.73,1.0,Tasmania,2013,30.73,1
South,Rose / Sparkling Wine,24.11.2011,20.99,31.0,Tasmania,2011,650.69,11
South,Rose / Sparkling Wine,13.05.2010,30.42,10.0,Tasmania,2010,304.2,5
South,Rose / Sparkling Wine,26.12.2010,100.97,7.0,Tasmania,2010,706.79,12
South,Rose / Sparkling Wine,18.04.2012,19.98,2.0,Tasmania,2012,39.96,4
South,Rose / Sparkling Wine,30.04.2012,155.99,6.0,Tasmania,2012,935.94,4
South,Rose / Sparkling Wine,08.11.2010,83.1,20.0,Tasmania,2010,1662.0,11
South,Rose / Sparkling Wine,22.03.2010,152.48,4.0,Tasmania,2010,609.92,3
South,Rose / Sparkling Wine,16.09.2013,125.99,11.0,Tasmania,2013,1385.89,9
South,Rose / Sparkling Wine,03.11.2013,17.98,39.0,Tasmania,2013,701.22,11
South,Rose / Sparkling Wine,31.12.2010,195.99,22.0,Tasmania,2010,4311.78,12
South,Rose / Sparkling Wine,27.02.2011,125.99,2.0,Tasmania,2011,251.98,2
South,Rose / Sparkling Wine,10.08.2010,5.98,6.0,Tasmania,2010,35.88,8
South,Rose / Sparkling Wine,16.11.2013,20.99,18.0,Tasmania,2013,377.82,11
South,Rose / Sparkling Wine,09.01.2013,125.99,3.0,Tasmania,2013,377.97,1
South,Rose / Sparkling Wine,25.08.2012,7.37,6.0,Tasmania,2012,44.22,8
South,Rose / Sparkling Wine,16.11.2010,7.37,38.0,Tasmania,2010,280.06,11
South,Rose / Sparkling Wine,21.05.2013,65.99,9.0,Tasmania,2013,593.91,5
South,Rose / Sparkling Wine,04.01.2012,300.97,11.0,Tasmania,2012,3310.67,1
South,Rose / Sparkling Wine,05.03.2013,65.99,9.0,Tasmania,2013,593.91,3
South,Rose / Sparkling Wine,29.11.2012,27.48,21.0,Tasmania,2012,577.08,11
South,Rose / Sparkling Wine,22.02.2010,4.98,7.0,Tasmania,2010,34.86,2
South,Rose / Sparkling Wine,26.10.2013,19.98,15.0,Tasmania,2013,299.7,10
South,Rose / Sparkling Wine,28.07.2011,53.98,4.0,Tasmania,2011,215.92,7
South,Rose / Sparkling Wine,20.10.2012,20.99,11.0,Tasmania,2012,230.89,10
South,Rose / Sparkling Wine,10.11.2013,65.99,1.0,Tasmania,2013,65.99,11
South,Rose / Sparkling Wine,03.02.2011,7.99,9.0,Tasmania,2011,71.91,2
South,Rose / Sparkling Wine,02.03.2013,499.99,7.0,Tasmania,2013,3499.93,3
South,Rose / Sparkling Wine,09.10.2010,100.97,15.0,Tasmania,2010,1514.55,10
South,Rose / Sparkling Wine,14.04.2013,8.5,5.0,Tasmania,2013,42.5,4
South,Rose / Sparkling Wine,31.12.2012,264.98,90.0,Victoria,2012,23848.2,12
South,Rose / Sparkling Wine,12.12.2010,35.99,54.0,Victoria,2010,1943.46,12
South,Rose / Sparkling Wine,16.10.2011,115.99,4.0,Victoria,2011,463.96,10
South,Rose / Sparkling Wine,26.09.2011,65.99,9.0,Victoria,2011,593.91,9
South,Rose / Sparkling Wine,05.12.2010,699.99,15.0,Victoria,2010,10499.85,12
South,Rose / Sparkling Wine,13.10.2011,152.48,13.0,Victoria,2011,1982.24,10
South,Rose / Sparkling Wine,07.05.2010,35.99,9.0,Victoria,2010,323.91,5
South,Rose / Sparkling Wine,22.06.2010,19.98,16.0,Victoria,2010,319.68,6
South,Rose / Sparkling Wine,13.05.2010,55.99,12.0,Victoria,2010,671.88,5
South,Rose / Sparkling Wine,27.02.2011,110.99,2.0,Victoria,2011,221.98,2
South,Rose / Sparkling Wine,11.05.2011,85.99,18.0,Victoria,2011,1547.82,5
South,Rose / Sparkling Wine,17.02.2012,39.98,3.0,Victoria,2012,119.94,2
South,Rose / Sparkling Wine,30.03.2013,5.98,9.0,Victoria,2013,53.82,3
South,Rose / Sparkling Wine,24.05.2010,80.97,11.0,Victoria,2010,890.67,5
South,Rose / Sparkling Wine,29.03.2010,35.99,5.0,Victoria,2010,179.95,3
South,Rose / Sparkling Wine,21.07.2013,65.99,16.0,Victoria,2013,1055.84,7
South,Rose / Sparkling Wine,06.05.2013,20.99,1.0,Victoria,2013,20.99,5
South,Rose / Sparkling Wine,03.07.2011,65.99,2.0,Victoria,2011,131.98,7
South,Rose / Sparkling Wine,06.06.2013,50.98,1.0,Victoria,2013,50.98,6
South,Rose / Sparkling Wine,24.04.2013,115.99,12.0,Victoria,2013,1391.88,4
South,Rose / Sparkling Wine,26.05.2013,40.98,13.0,Victoria,2013,532.74,5
South,Rose / Sparkling Wine,30.06.2011,8.32,18.0,Victoria,2011,149.76,6
South,Rose / Sparkling Wine,10.06.2011,65.99,17.0,Victoria,2011,1121.83,6
South,Rose / Sparkling Wine,15.02.2013,7.99,8.0,Victoria,2013,63.92,2
South,Rose / Sparkling Wine,16.07.2013,45.99,16.0,Victoria,2013,735.84,7
South,Rose / Sparkling Wine,20.07.2013,30.98,13.0,Victoria,2013,402.74,7
South,Rose / Sparkling Wine,24.08.2011,28.38,10.0,Victoria,2011,283.8,8
South,Rose / Sparkling Wine,26.07.2011,65.99,6.0,Victoria,2011,395.94,7
South,Rose / Sparkling Wine,10.08.2013,99.99,21.0,Victoria,2013,2099.79,8
South,Rose / Sparkling Wine,19.09.2012,125.99,12.0,Victoria,2012,1511.88,9
South,Rose / Sparkling Wine,20.12.2012,85.99,18.0,Victoria,2012,1547.82,12
South,Rose / Sparkling Wine,19.12.2011,65.99,10.0,Victoria,2011,659.9,12
South,Rose / Sparkling Wine,18.07.2012,65.99,13.0,Victoria,2012,857.87,7
South,Rose / Sparkling Wine,12.09.2010,85.99,2.0,Victoria,2010,171.98,9
South,Rose / Sparkling Wine,03.02.2012,30.42,1.0,Victoria,2012,30.42,2
South,Rose / Sparkling Wine,12.10.2010,119.99,2.0,Victoria,2010,239.98,10
South,Rose / Sparkling Wine,14.09.2013,45.19,7.0,Victoria,2013,316.33,9
South,Rose / Sparkling Wine,08.10.2011,155.99,3.0,Victoria,2011,467.97,10
South,Rose / Sparkling Wine,08.11.2012,55.99,20.0,Victoria,2012,1119.8,11
South,Rose / Sparkling Wine,26.11.2011,500.98,29.0,Victoria,2011,14528.42,11
South,Rose / Sparkling Wine,20.11.2010,205.99,29.0,Victoria,2010,5973.71,11
South,Rose / Sparkling Wine,23.07.2011,115.99,4.0,Victoria,2011,463.96,7
South,Rose / Sparkling Wine,07.04.2011,20.99,10.0,Victoria,2011,209.9,4
South,Rose / Sparkling Wine,25.05.2010,20.99,1.0,Victoria,2010,20.99,5
West,Rose / Sparkling Wine,20.10.2013,65.99,90.0,Western Australia,2013,5939.1,10
West,Rose / Sparkling Wine,12.02.2011,30.73,20.0,Western Australia,2011,614.6,2
West,Rose / Sparkling Wine,07.04.2010,65.99,36.0,Western Australia,2010,2375.64,4
West,Rose / Sparkling Wine,13.10.2011,43.98,40.0,Western Australia,2011,1759.2,10
West,Rose / Sparkling Wine,14.08.2013,85.99,92.0,Western Australia,2013,7911.08,8
West,Rose / Sparkling Wine,17.07.2011,125.99,59.0,Western Australia,2011,7433.41,7
West,Rose / Sparkling Wine,10.05.2013,30.97,33.0,Western Australia,2013,1022.01,5
West,Rose / Sparkling Wine,08.10.2012,35.99,33.0,Western Australia,2012,1187.67,10
West,Rose / Sparkling Wine,06.08.2012,4.98,14.0,Western Australia,2012,69.72,8
West,Rose / Sparkling Wine,19.11.2012,8.32,3.0,Western Australia,2012,24.96,11
West,Rose / Sparkling Wine,21.02.2010,49.99,18.0,Western Australia,2010,899.82,2
West,Rose / Sparkling Wine,26.02.2011,82.99,34.0,Western Australia,2011,2821.66,2
West,Rose / Sparkling Wine,13.06.2010,30.98,44.0,Western Australia,2010,1363.12,6
West,Rose / Sparkling Wine,08.06.2013,65.99,72.0,Western Australia,2013,4751.28,6
West,Rose / Sparkling Wine,14.09.2011,300.98,82.0,Western Australia,2011,24680.36,9
West,Rose / Sparkling Wine,21.07.2013,80.97,60.0,Western Australia,2013,4858.2,7
West,Rose / Sparkling Wine,03.11.2013,115.99,86.0,Western Australia,2013,9975.14,11
West,Rose / Sparkling Wine,22.03.2012,65.99,37.0,Western Australia,2012,2441.63,3
West,Rose / Sparkling Wine,11.05.2011,35.41,30.0,Western Australia,2011,1062.3,5
West,Rose / Sparkling Wine,02.11.2012,65.99,39.0,Western Australia,2012,2573.61,11
West,Rose / Sparkling Wine,20.08.2012,65.99,11.0,Western Australia,2012,725.89,8
West,Rose / Sparkling Wine,20.06.2013,13.99,2.0,Western Australia,2013,27.98,6
West,Rose / Sparkling Wine,09.03.2012,4.89,11.0,Western Australia,2012,53.79,3
West,Rose / Sparkling Wine,12.09.2012,65.99,5.0,Western Australia,2012,329.95,9
West,Rose / Sparkling Wine,02.06.2013,204.1,15.0,Western Australia,2013,3061.5,6
West,Rose / Sparkling Wine,31.08.2012,155.99,15.0,Western Australia,2012,2339.85,8
West,Rose / Sparkling Wine,27.01.2013,33.98,4.0,Western Australia,2013,135.92,1
West,Rose / Sparkling Wine,21.08.2013,35.41,13.0,Western Australia,2013,460.33,8
West,Rose / Sparkling Wine,16.11.2010,110.99,38.0,Western Australia,2010,4217.62,11
West,Rose / Sparkling Wine,30.01.2010,31.78,11.0,Western Australia,2010,349.58,1
West,Rose / Sparkling Wine,10.04.2011,115.99,3.0,Western Australia,2011,347.97,4
West,Rose / Sparkling Wine,15.09.2012,699.99,1.0,Western Australia,2012,699.99,9
West,Rose / Sparkling Wine,21.01.2012,15.98,7.0,Western Australia,2012,111.86,1
West,Rose / Sparkling Wine,16.11.2012,39.48,27.0,Western Australia,2012,1065.96,11
West,Rose / Sparkling Wine,04.04.2013,39.48,2.0,Western Australia,2013,78.96,4
West,Rose / Sparkling Wine,02.06.2013,65.99,17.0,Western Australia,2013,1121.83,6
West,Rose / Sparkling Wine,06.12.2012,125.99,16.0,Western Australia,2012,2015.84,12
West,Rose / Sparkling Wine,12.09.2010,205.99,22.0,Western Australia,2010,4531.78,9
West,Rose / Sparkling Wine,27.08.2010,8.5,14.0,Western Australia,2010,119.0,8
West,Rose / Sparkling Wine,27.08.2010,95.99,8.0,Western Australia,2010,767.92,8
West,Rose / Sparkling Wine,04.09.2010,175.99,23.0,Western Australia,2010,4047.77,9
West,Rose / Sparkling Wine,11.02.2013,20.99,1.0,Western Australia,2013,20.99,2
West,Rose / Sparkling Wine,11.09.2010,7.99,22.0,Western Australia,2010,175.78,9
West,Rose / Sparkling Wine,02.12.2013,110.99,21.0,Western Australia,2013,2330.79,12
West,Rose / Sparkling Wine,15.02.2012,119.99,11.0,Western Australia,2012,1319.89,2
West,Rose / Sparkling Wine,08.01.2013,20.95,4.0,Western Australia,2013,83.8,1
West,Rose / Sparkling Wine,11.05.2013,599.99,2.0,Western Australia,2013,1199.98,5
West,Rose / Sparkling Wine,27.01.2012,145.45,11.0,Western Australia,2012,1599.95,1
West,Rose / Sparkling Wine,09.02.2012,29.1,14.0,Western Australia,2012,407.4,2
West,Rose / Sparkling Wine,23.03.2013,30.98,3.0,Western Australia,2013,92.94,3
West,Rose / Sparkling Wine,02.10.2010,2550.14,2.0,Western Australia,2010,5100.28,10
West,Rose / Sparkling Wine,06.11.2013,9.78,29.0,Western Australia,2013,283.62,11
West,Rose / Sparkling Wine,27.06.2013,155.99,18.0,Western Australia,2013,2807.82,6
West,Rose / Sparkling Wine,17.08.2011,20.97,14.0,Western Australia,2011,293.58,8
West,Rose / Sparkling Wine,01.09.2011,65.99,2.0,Western Australia,2011,131.98,9
West,Rose / Sparkling Wine,30.11.2013,2036.48,3.0,Western Australia,2013,6109.44,11
West,Rose / Sparkling Wine,05.12.2011,20.99,4.0,Western Australia,2011,83.96,12
West,Rose / Sparkling Wine,16.07.2011,65.99,6.0,Western Australia,2011,395.94,7
West,Rose / Sparkling Wine,30.12.2011,115.99,16.0,Western Australia,2011,1855.84,12
West,Rose / Sparkling Wine,11.01.2013,39.24,9.0,Western Australia,2013,353.16,1
West,Rose / Sparkling Wine,10.08.2010,55.99,16.0,Western Australia,2010,895.84,8
West,Rose / Sparkling Wine,28.05.2013,65.99,7.0,Western Australia,2013,461.93,5
West,Rose / Sparkling Wine,29.05.2010,20.99,5.0,Western Australia,2010,104.95,5
West,Rose / Sparkling Wine,11.10.2011,7.99,20.0,Western Australia,2011,159.8,10
West,Rose / Sparkling Wine,10.12.2012,15.98,2.0,Western Australia,2012,31.96,12
West,Rose / Sparkling Wine,30.04.2012,27.48,1.0,Western Australia,2012,27.48,4
West,Rose / Sparkling Wine,24.04.2013,96.45,3.0,Western Australia,2013,289.35,4
West,Rose / Sparkling Wine,12.07.2010,65.99,9.0,Western Australia,2010,593.91,7
West,Rose / Sparkling Wine,06.05.2011,80.97,15.0,Western Australia,2011,1214.55,5
West,Rose / Sparkling Wine,05.03.2013,8.5,11.0,Western Australia,2013,93.5,3
West,Rose / Sparkling Wine,30.03.2012,115.99,12.0,Western Australia,2012,1391.88,3
West,Rose / Sparkling Wine,18.12.2012,95.99,24.0,Western Australia,2012,2303.76,12
West,Rose / Sparkling Wine,14.09.2013,20.99,9.0,Western Australia,2013,188.91,9
West,Rose / Sparkling Wine,25.11.2013,152.48,41.0,Western Australia,2013,6251.68,11
West,Rose / Sparkling Wine,20.06.2012,205.99,11.0,Western Australia,2012,2265.89,6
West,Rose / Sparkling Wine,27.04.2013,53.98,5.0,Western Australia,2013,269.9,4
West,Rose / Sparkling Wine,02.03.2013,150.98,9.0,Western Australia,2013,1358.82,3
West,Rose / Sparkling Wine,10.11.2012,115.99,30.0,Western Australia,2012,3479.7,11
West,Rose / Sparkling Wine,02.07.2010,270.97,15.0,Western Australia,2010,4064.55,7
West,Rose / Sparkling Wine,02.10.2012,810.98,10.0,Western Australia,2012,8109.8,10
West,Rose / Sparkling Wine,12.06.2013,449.99,5.0,Western Australia,2013,2249.95,6
West,Rose / Sparkling Wine,15.10.2011,400.97,13.0,Western Australia,2011,5212.61,10
West,Rose / Sparkling Wine,24.09.2012,31.78,20.0,Western Australia,2012,635.6,9
West,Rose / Sparkling Wine,31.10.2011,39.99,10.0,Western Australia,2011,399.9,10
West,Rose / Sparkling Wine,09.01.2011,599.99,12.0,Western Australia,2011,7199.88,1
West,Rose / Sparkling Wine,28.08.2013,65.99,12.0,Western Australia,2013,791.88,8
West,Rose / Sparkling Wine,11.05.2013,55.99,4.0,Western Australia,2013,223.96,5
West,Rose / Sparkling Wine,06.02.2011,60.98,1.0,Western Australia,2011,60.98,2
West,Rose / Sparkling Wine,11.01.2010,297.64,5.0,Western Australia,2010,1488.2,1
West,Rose / Sparkling Wine,14.06.2011,4.98,18.0,Western Australia,2011,89.64,6
West,Rose / Sparkling Wine,14.06.2011,32.98,5.0,Western Australia,2011,164.9,6
West,Rose / Sparkling Wine,27.02.2011,500.97,8.0,Western Australia,2011,4007.76,2
West,Rose / Sparkling Wine,07.01.2013,65.99,9.0,Western Australia,2013,593.91,1
West,Rose / Sparkling Wine,15.08.2010,20.99,23.0,Western Australia,2010,482.77,8
West,Rose / Sparkling Wine,30.06.2010,8.33,16.0,Western Australia,2010,133.28,6
West,Rose / Sparkling Wine,13.07.2010,125.99,14.0,Western Australia,2010,1763.86,7
West,Rose / Sparkling Wine,06.08.2012,4.98,3.0,Western Australia,2012,14.94,8
West,Rose / Sparkling Wine,03.06.2012,9.49,17.0,Western Australia,2012,161.33,6
West,Rose / Sparkling Wine,01.12.2010,39.48,12.0,Western Australia,2010,473.76,12
West,Rose / Sparkling Wine,25.12.2013,449.99,8.0,Western Australia,2013,3599.92,12
West,Rose / Sparkling Wine,19.10.2010,155.99,5.0,Western Australia,2010,779.95,10
West,Rose / Sparkling Wine,04.04.2013,155.99,5.0,Western Australia,2013,779.95,4
West,Rose / Sparkling Wine,27.12.2010,65.99,3.0,Western Australia,2010,197.97,12
West,Rose / Sparkling Wine,02.05.2013,29.89,14.0,Western Australia,2013,418.46,5
West,Rose / Sparkling Wine,21.11.2013,85.99,23.0,Western Australia,2013,1977.77,11
West,Rose / Sparkling Wine,28.02.2010,125.99,7.0,Western Australia,2010,881.93,2
West,Rose / Sparkling Wine,06.10.2012,195.99,3.0,Western Australia,2012,587.97,10
West,Rose / Sparkling Wine,07.05.2012,83.1,6.0,Western Australia,2012,498.6,5
West,Rose / Sparkling Wine,23.01.2011,115.99,12.0,Western Australia,2011,1391.88,1
West,Rose / Sparkling Wine,09.04.2010,400.97,10.0,Western Australia,2010,4009.7,4
West,Rose / Sparkling Wine,21.06.2011,33.29,18.0,Western Australia,2011,599.22,6
West,Rose / Sparkling Wine,25.08.2012,20.99,19.0,Western Australia,2012,398.81,8
West,Rose / Sparkling Wine,17.02.2012,145.45,1.0,Western Australia,2012,145.45,2
West,Rose / Sparkling Wine,16.04.2013,2550.14,2.0,Western Australia,2013,5100.28,4
West,Rose / Sparkling Wine,19.03.2011,65.99,12.0,Western Australia,2011,791.88,3
West,Rose / Sparkling Wine,03.07.2013,195.99,17.0,Western Australia,2013,3331.83,7
West,Rose / Sparkling Wine,11.04.2011,55.99,6.0,Western Australia,2011,335.94,4
West,Rose / Sparkling Wine,01.11.2013,110.99,40.0,Western Australia,2013,4439.6,11
West,Rose / Sparkling Wine,06.09.2013,270.97,12.0,Western Australia,2013,3251.64,9
West,Rose / Sparkling Wine,12.04.2013,2550.14,1.0,Western Australia,2013,2550.14,4
West,Rose / Sparkling Wine,08.05.2012,5.98,11.0,Western Australia,2012,65.78,5
West,Rose / Sparkling Wine,03.12.2012,65.99,17.0,Western Australia,2012,1121.83,12
West,Rose / Sparkling Wine,28.05.2011,40.99,17.0,Western Australia,2011,696.83,5
West,Rose / Sparkling Wine,28.05.2013,17.48,12.0,Western Australia,2013,209.76,5
West,Rose / Sparkling Wine,17.12.2011,65.99,8.0,Western Australia,2011,527.92,12
West,Rose / Sparkling Wine,30.12.2012,45.19,9.0,Western Australia,2012,406.71,12
South,White Wine,28.12.2011,12.64,20.0,Australian Capital Territory,2011,252.8,12
South,White Wine,31.05.2013,218.75,3.0,Australian Capital Territory,2013,656.25,5
South,White Wine,17.06.2013,100.98,18.0,Australian Capital Territory,2013,1817.64,6
South,White Wine,16.08.2011,220.98,14.0,Australian Capital Territory,2011,3093.72,8
South,White Wine,20.12.2010,160.98,18.0,Australian Capital Territory,2010,2897.64,12
South,White Wine,22.02.2011,90.98,12.0,Australian Capital Territory,2011,1091.76,2
South,White Wine,03.05.2011,159.31,1.0,Australian Capital Territory,2011,159.31,5
South,White Wine,03.05.2010,8.09,10.0,Australian Capital Territory,2010,80.9,5
South,White Wine,04.11.2010,7.59,17.0,Australian Capital Territory,2010,129.03,11
South,White Wine,03.04.2012,280.98,7.0,Australian Capital Territory,2012,1966.86,4
South,White Wine,12.05.2013,41.47,5.0,Australian Capital Territory,2013,207.35,5
South,White Wine,19.01.2013,349.45,12.0,Australian Capital Territory,2013,4193.4,1
South,White Wine,19.07.2013,212.6,18.0,Australian Capital Territory,2013,3826.8,7
South,White Wine,01.06.2010,15.68,12.0,Australian Capital Territory,2010,188.16,6
South,White Wine,11.12.2013,14.58,5.0,Australian Capital Territory,2013,72.9,12
South,White Wine,08.12.2011,9.77,6.0,Australian Capital Territory,2011,58.62,12
South,White Wine,04.11.2011,17.67,20.0,Australian Capital Territory,2011,353.4,11
South,White Wine,14.04.2010,100.98,4.0,Australian Capital Territory,2010,403.92,4
South,White Wine,24.11.2013,95.95,41.0,Australian Capital Territory,2013,3933.95,11
South,White Wine,25.03.2010,10.64,5.0,Australian Capital Territory,2010,53.2,3
South,White Wine,14.12.2010,122.99,17.0,Australian Capital Territory,2010,2090.83,12
South,White Wine,23.02.2013,500.98,8.0,Australian Capital Territory,2013,4007.84,2
South,White Wine,12.03.2011,400.98,7.0,Australian Capital Territory,2011,2806.86,3
South,White Wine,29.12.2011,70.89,6.0,Australian Capital Territory,2011,425.34,12
South,White Wine,12.05.2010,78.69,16.0,Australian Capital Territory,2010,1259.04,5
South,White Wine,10.07.2012,160.98,11.0,Australian Capital Territory,2012,1770.78,7
South,White Wine,13.02.2012,348.21,2.0,Australian Capital Territory,2012,696.42,2
South,White Wine,14.05.2011,30.93,18.0,Australian Capital Territory,2011,556.74,5
South,White Wine,07.08.2013,124.49,18.0,Australian Capital Territory,2013,2240.82,8
South,White Wine,04.03.2012,130.98,12.0,Australian Capital Territory,2012,1571.76,3
South,White Wine,04.08.2013,100.89,1.0,Australian Capital Territory,2013,100.89,8
South,White Wine,25.10.2013,124.49,5.0,Australian Capital Territory,2013,622.45,10
South,White Wine,02.12.2013,286.85,18.0,Australian Capital Territory,2013,5163.3,12
South,White Wine,20.07.2011,60.65,9.0,Australian Capital Territory,2011,545.85,7
East,White Wine,25.12.2011,140.98,31.0,New South Wales,2011,4370.38,12
East,White Wine,20.03.2010,160.98,30.0,New South Wales,2010,4829.4,3
East,White Wine,02.07.2010,99.23,54.0,New South Wales,2010,5358.42,7
East,White Wine,03.05.2011,12.64,73.0,New South Wales,2011,922.72,5
East,White Wine,24.09.2013,70.71,63.0,New South Wales,2013,4454.73,9
East,White Wine,25.01.2011,58.14,27.0,New South Wales,2011,1569.78,1
East,White Wine,30.12.2011,130.98,83.0,New South Wales,2011,10871.34,12
East,White Wine,02.04.2011,550.98,3.0,New South Wales,2011,1652.94,4
East,White Wine,16.01.2010,22.72,37.0,New South Wales,2010,840.64,1
East,White Wine,10.01.2011,500.98,46.0,New South Wales,2011,23045.08,1
East,White Wine,06.05.2013,8.34,64.0,New South Wales,2013,533.76,5
East,White Wine,27.03.2010,51.65,49.0,New South Wales,2010,2530.85,3
East,White Wine,10.12.2012,216.6,64.0,New South Wales,2012,13862.4,12
East,White Wine,06.10.2013,160.98,63.0,New South Wales,2013,10141.74,10
East,White Wine,06.12.2010,140.81,81.0,New South Wales,2010,11405.61,12
East,White Wine,22.06.2012,17.67,83.0,New South Wales,2012,1466.61,6
East,White Wine,27.02.2011,12.2,24.0,New South Wales,2011,292.8,2
East,White Wine,05.03.2013,10.64,4.0,New South Wales,2013,42.56,3
East,White Wine,11.12.2010,14.98,18.0,New South Wales,2010,269.64,12
East,White Wine,18.03.2012,30.93,4.0,New South Wales,2012,123.72,3
East,White Wine,28.09.2011,29.18,17.0,New South Wales,2011,496.06,9
East,White Wine,25.04.2013,19.98,6.0,New South Wales,2013,119.88,4
East,White Wine,12.02.2013,14.2,11.0,New South Wales,2013,156.2,2
East,White Wine,06.11.2012,7.7,17.0,New South Wales,2012,130.9,11
East,White Wine,18.04.2010,130.98,6.0,New South Wales,2010,785.88,4
East,White Wine,27.02.2011,105.98,8.0,New South Wales,2011,847.84,2
East,White Wine,06.01.2010,6.64,5.0,New South Wales,2010,33.2,1
East,White Wine,11.12.2010,15.68,17.0,New South Wales,2010,266.56,12
East,White Wine,20.05.2013,49.34,7.0,New South Wales,2013,345.38,5
East,White Wine,03.06.2010,259.71,17.0,New South Wales,2010,4415.07,6
East,White Wine,23.02.2013,7.59,10.0,New South Wales,2013,75.9,2
East,White Wine,09.04.2010,350.99,10.0,New South Wales,2010,3509.9,4
East,White Wine,13.10.2010,12.2,5.0,New South Wales,2010,61.0,10
East,White Wine,18.05.2013,25.98,14.0,New South Wales,2013,363.72,5
East,White Wine,16.08.2010,160.98,1.0,New South Wales,2010,160.98,8
East,White Wine,28.03.2013,4.48,12.0,New South Wales,2013,53.76,3
East,White Wine,14.05.2011,243.98,12.0,New South Wales,2011,2927.76,5
East,White Wine,14.05.2011,25.38,13.0,New South Wales,2011,329.94,5
East,White Wine,04.02.2011,58.14,11.0,New South Wales,2011,639.54,2
East,White Wine,04.10.2012,30.93,7.0,New South Wales,2012,216.51,10
East,White Wine,13.05.2013,240.98,11.0,New South Wales,2013,2650.78,5
East,White Wine,07.04.2011,70.98,5.0,New South Wales,2011,354.9,4
East,White Wine,04.02.2011,9.48,2.0,New South Wales,2011,18.96,2
East,White Wine,12.12.2011,208.16,22.0,New South Wales,2011,4579.52,12
East,White Wine,12.12.2011,3.36,4.0,New South Wales,2011,13.44,12
East,White Wine,19.10.2012,179.29,1.0,New South Wales,2012,179.29,10
East,White Wine,10.02.2011,58.14,3.0,New South Wales,2011,174.42,2
East,White Wine,04.12.2013,48.58,1.0,New South Wales,2013,48.58,12
East,White Wine,20.10.2010,320.98,20.0,New South Wales,2010,6419.6,10
East,White Wine,08.04.2012,27.42,9.0,New South Wales,2012,246.78,4
East,White Wine,28.09.2013,39.98,22.0,New South Wales,2013,879.56,9
East,White Wine,21.01.2012,258.98,1.0,New South Wales,2012,258.98,1
East,White Wine,29.04.2012,296.18,14.0,New South Wales,2012,4146.52,4
East,White Wine,21.07.2013,89.99,2.0,New South Wales,2013,179.98,7
East,White Wine,08.09.2013,95.98,6.0,New South Wales,2013,575.88,9
East,White Wine,08.09.2013,286.85,6.0,New South Wales,2013,1721.1,9
